Plant_sp_paper	Plant_name_accepted	Plant_sp_current	Plant_genus_current	Plant_family_current	life_form	fruit_type	husk	color	color_code	fruit_le_cm	fruit_wd_cm	seed_le_cm	seed_wd_cm	seed_diam_cm	n_seeds
Zanthoxylum_quinduensis	Zanthoxylum_quinduense	Zanthoxylum_quinduense	Zanthoxylum	Rutaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zanthoxylum_rhodoxylum	Zanthoxylum_rhodoxylon	Zanthoxylum_rhodoxylon	Zanthoxylum	Rutaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zanthoxylum_rhoifolium	Zanthoxylum_rhoifolium	Zanthoxylum_rhoifolium	Zanthoxylum	Rutaceae	tree	berry	A	black	F	0.4	0.33	0.45	0.33	0.33	1
Zanthoxylum_setulosum	Zanthoxylum_setulosum	Zanthoxylum_setulosum	Zanthoxylum	Rutaceae	NA	NA	NA	green	F	NA	0.56	NA	NA	NA	NA
Zanthoxylum_sp	Zanthoxylum	sp	Zanthoxylum	Rutaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zanthoxylun_rhoifolium	Zanthoxylum_rhoifolium	Zanthoxylum_rhoifolium	Zanthoxylum	Rutaceae	tree	berry	A	black	F	0.4	0.33	0.45	0.33	0.33	1
Meliosma_sellowii	Meliosma_sellowii	Meliosma_sellowii	Meliosma	Sabiaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Azara_microphylla	Azara_microphylla	Azara_microphylla	Azara	Salicaceae	NA	NA	NA	NA	NA	NA	0.48	NA	NA	NA	6
Banara_arguta	Banara_arguta	Banara_arguta	Banara	Salicaceae	tree	berry	A	yellow	F	1.2	1.1	0.12	0.12	0.12	55
Banara_guianensis	Banara_guianensis	Banara_guianensis	Banara	Salicaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Banara_parviflora	Banara_parviflora	Banara_parviflora	Banara	Salicaceae	tree	berry	A	NA	NA	NA	NA	NA	NA	NA	NA
Banara_sp	Banara	sp	Banara	Salicaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Caesaria_sylvestris	Casearia_sylvestris	Casearia_sylvestris	Casearia	Salicaceae	tree	capsule	A	red_yellow	A_C	1.2	1	NA	0.4	0.4	8
Casearia_aculeata	Casearia_aculeata	Casearia_aculeata	Casearia	Salicaceae	NA	capsule	A	red_green	A_C	0.9	0.77	0.7	0.6	0.5	1
Casearia_arguta	Casearia_arguta	Casearia_arguta	Casearia	Salicaceae	tree	capsule	A	red_yellow	A_C	2.5	2.3	NA	NA	NA	8
Casearia_bahiensis	Casearia_bahiensis	Casearia_bahiensis	Casearia	Salicaceae	tree	capsule	A	red_yellow	A_C	1.66	1.39	NA	0.86	0.86	8
Casearia_corymbosa	Casearia_corymbosa	Casearia_corymbosa	Casearia	Salicaceae	NA	capsule	A	yellow_green	A_C	NA	0.82	NA	NA	NA	NA
Casearia_decandra	Casearia_decandra	Casearia_decandra	Casearia	Salicaceae	tree	capsule	A	red_yellow	A_C	0.58	0.86	0.6	0.6	0.6	2
Casearia_gossypiosperma	Casearia_gossypiosperma	Casearia_gossypiosperma	Casearia	Salicaceae	tree	capsule	A	red_yellow	A_C	0.3	0.25	0.08	0.06	0.06	6
Casearia_javitensis	Piparea_multiflora	Piparea_multiflora	Piparea	Salicaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Casearia_lasiophylla	Casearia_lasiophylla	Casearia_lasiophylla	Casearia	Salicaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Casearia_macrocarpa	Casearia_macrocarpa	Casearia_macrocarpa	Casearia	Salicaceae	tree	capsule	A	red_yellow	A_C	2.4	1.5	NA	0.5	0.5	15
Casearia_obliqua	Casearia_obliqua	Casearia_obliqua	Casearia	Salicaceae	tree	capsule	A	red_yellow	A_C	2.2	2	NA	0.3	0.3	13
Casearia_pitumba	Casearia_pitumba	Casearia_pitumba	Casearia	Salicaceae	tree	capsule	A	red_yellow	A_C	2.75	2.45	NA	0.35	0.35	20
Casearia_pitumba	Casearia_pitumba	Casearia_pitumba	Casearia	Salicaceae	tree	capsule	A	red_yellow	A_C	2.75	2.45	NA	0.4	0.4	20
Casearia_sp	Casearia	sp	Casearia	Salicaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Casearia_sylvestris	Casearia_sylvestris	Casearia_sylvestris	Casearia	Salicaceae	tree	capsule	A	red_yellow	A_C	1.2	1	NA	0.4	0.4	8
Casearia_sylvestrius	Casearia_sylvestris	Casearia_sylvestris	Casearia	Salicaceae	tree	capsule	A	red_yellow	A_C	1.2	1	NA	0.4	0.4	8
Casearia_tremula	Casearia_tremula	Casearia_tremula	Casearia	Salicaceae	tree	capsule	A	red_yellow	A_C	2.5	2	NA	0.3	0.3	9
Flacourtia_indica	Flacourtia_indica	Flacourtia_indica	Flacourtia	Salicaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hasseltia_floribunda	Hasseltia_floribunda	Hasseltia_floribunda	Hasseltia	Salicaceae	tree	berry	A	red	F	0.8	0.8	NA	NA	NA	4
Hecatostemon_completus	Hecatostemon_completus	Hecatostemon_completus	Hecatostemon	Salicaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Laetia_corymbulosa	Laetia_corymbulosa	Laetia_corymbulosa	Laetia	Salicaceae	tree	capsule	A	white_orange	A_C	2	1.5	1.1	0.8	0.8	1
Laetia_procera	Laetia_procera	Laetia_procera	Laetia	Salicaceae	tree	capsule	A	white_green	A_C	2	1.5	NA	NA	NA	15
Laetia_thamnia	Laetia_thamnia	Laetia_thamnia	Laetia	Salicaceae	tree	capsule	A	NA	NA	NA	NA	NA	NA	NA	NA
Macrothumnia_kuhlmannii	Macrothumia_kuhlmannii	Macrothumia_kuhlmannii	Macrothumia	Salicaceae	NA	NA	NA	NA	NA	NA	3.26	NA	1.05	1.05	8
Prockia_cruces	Prockia_crucis	Prockia_crucis	Prockia	Salicaceae	tree	berry	A	black	F	0.59	0.57	0.13	0.09	0.09	8
Prockia_crucis	Prockia_crucis	Prockia_crucis	Prockia	Salicaceae	tree	berry	A	black	F	0.59	0.57	0.13	0.09	0.09	8
Rumes_sp	Xylosma	sp	Xylosma	Salicaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rynia_speciosa	Ryania_speciosa	Ryania_speciosa	Ryania	Salicaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rynia_speciosa	Ryania_speciosa	Ryania_speciosa	Ryania	Salicaceae	NA	berry	P	red	F	5	4.8	0.3	0.3	0.3	9
Xylosma_intermedium	Xylosma_intermedia	Xylosma_intermedia	Xylosma	Salicaceae	NA	berry	A	NA	NA	1	0.6	0.08	0.06	0.06	8
Zuelania_guidonia	Casearia_laetioides	Casearia_laetioides	Casearia	Salicaceae	NA	capsule	A	orange_green	A_C	NA	NA	NA	NA	NA	NA
Salvinia_sp	Salvinia	sp	Salvinia	Salviniaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acanthosyris_colombiana	Acanthosyris_glabrata	Acanthosyris_glabrata	Acanthosyris	Santalaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Acanthosyris_falcata	Acanthosyris_falcata	Acanthosyris_falcata	Acanthosyris	Santalaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Myoschilos_oblongum	Myoschilos_oblongum	Myoschilos_oblongum	Myoschilos	Santalaceae	NA	NA	NA	NA	NA	NA	0.94	NA	NA	NA	1
Phoradendron_affine	Phoradendron_affine	Phoradendron_affine	Phoradendron	Santalaceae	NA	NA	NA	NA	NA	0.42	0.33	NA	NA	NA	1
Phoradendron_cf_argentinum	Phoradendron_argentinum	Phoradendron_argentinum	Phoradendron	Santalaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Phoradendron_crassifolium	Phoradendron_crassifolium	Phoradendron_crassifolium	Phoradendron	Santalaceae	epiphyte	berry	A	white	F	0.48	0.39	NA	0.18	0.18	1
Phoradendron_dipterum	Phoradendron_dipterum	Phoradendron_dipterum	Phoradendron	Santalaceae	epiphyte	berry	A	white	F	0.3	0.45	NA	0.13	0.13	1
Phoradendron_falcifrons	Phoradendron_falcifrons	Phoradendron_falcifrons	Phoradendron	Santalaceae	NA	NA	NA	NA	NA	0.25	0.18	NA	NA	NA	1
Phoradendron_perrottetii	Phoradendron_perrottetii	Phoradendron_perrottetii	Phoradendron	Santalaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Phoradendron_piperoides	Phoradendron_piperoides	Phoradendron_piperoides	Phoradendron	Santalaceae	epiphyte	berry	A	white	F	0.4	0.35	0.19	0.15	0.15	1
Phoradendron_quadrangulare	Phoradendron_quadrangulare	Phoradendron_quadrangulare	Phoradendron	Santalaceae	epiphyte	berry	A	yellow	F	0.48	0.41	0.71	0.69	0.69	1
Phoradendron_sp	Phoradendron	sp	Phoradendron	Santalaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alectryon_excelsus	Alectryon_excelsus	Alectryon_excelsus	Alectryon	Sapindaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Allophyllus_edulis	Allophylus_edulis	Allophylus_edulis	Allophylus	Sapindaceae	shrub	drupe	A	red	F	0.76	0.73	0.73	0.49	0.49	1
Allophylus_edulis	Allophylus_edulis	Allophylus_edulis	Allophylus	Sapindaceae	shrub	drupe	A	red	F	0.76	0.73	0.73	0.49	0.49	1
Allophylus_mollis	Allophylus_mollis	Allophylus_mollis	Allophylus	Sapindaceae	tree	drupe	A	red	F	0.5	0.5	NA	0.35	0.35	1
Allophylus_occidentalis	Allophylus_racemosus	Allophylus_racemosus	Allophylus	Sapindaceae	tree	drupe	A	red	F	0.94	0.88	0.76	0.57	0.57	1
Allophylus_petiolulatus	Allophylus_petiolulatus	Allophylus_petiolulatus	Allophylus	Sapindaceae	tree	drupe	A	red	F	1.2	1	0.9	0.6	0.6	1
Allophylus_racemosus	Allophylus_racemosus	Allophylus_racemosus	Allophylus	Sapindaceae	tree	drupe	A	red	F	0.6	0.5	NA	0.4	0.4	1
Allophylus_sp	Allophylus	sp	Allophylus	Sapindaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alophyllus_edulis	Allophylus_edulis	Allophylus_edulis	Allophylus	Sapindaceae	shrub	drupe	A	red	F	0.76	0.73	0.73	0.49	0.49	1
Averrhoidium_garderianum	Averrhoidium_gardnerianum	Averrhoidium_gardnerianum	Averrhoidium	Sapindaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Billia_rosea	Billia_rosea	Billia_rosea	Billia	Sapindaceae	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA
Cupania_emarginata	Cupania_emarginata	Cupania_emarginata	Cupania	Sapindaceae	NA	NA	NA	NA	NA	1.39	0.81	1.01	0.73	0.73	1
Cupania_emarginata.1	Cupania	sp	Cupania	Sapindaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cupania_glabra	Cupania_glabra	Cupania_glabra	Cupania	Sapindaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cupania_guatemalensis	Cupania_guatemalensis	Cupania_guatemalensis	Cupania	Sapindaceae	tree	capsule	A	black_orange	S_C	2	2.5	NA	1.9	1.9	3
Cupania_latifolia	Cupania_latifolia	Cupania_latifolia	Cupania	Sapindaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cupania_oblongifolia	Cupania_oblongifolia	Cupania_oblongifolia	Cupania	Sapindaceae	tree	capsule	A	black_orange	S_C	2.83	2.49	1.7	0.97	0.97	3
Cupania_sp	Cupania	sp	Cupania	Sapindaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cupania_sylvatica	Cupania_seemannii	Cupania_seemannii	Cupania	Sapindaceae	tree	capsule	A	black_orange	S_C	2	2.1	NA	0.74	0.74	3
Cupania_vernalis	Cupania_vernalis	Cupania_vernalis	Cupania	Sapindaceae	tree	capsule	A	black_orange	S_C	1.24	0.99	0.86	0.56	0.56	1
Cupania_zanthoxyloides	Cupania_zanthoxyloides	Cupania_zanthoxyloides	Cupania	Sapindaceae	tree	capsule	A	black_orange	S_C	2.1	2	NA	0.74	0.74	3
Dilodendron_costaricense	Dilodendron_costaricense	Dilodendron_costaricense	Dilodendron	Sapindaceae	tree	capsule	A	black_orange	S_C	2.3	2	NA	NA	NA	3
Dipterodendron_costaricensis	Dilodendron_costaricense	Dilodendron_costaricense	Dilodendron	Sapindaceae	tree	capsule	A	black_orange	S_C	2.3	2	NA	NA	NA	3
Litchi_chinensis	Litchi_chinensis	Litchi_chinensis	Litchi	Sapindaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Matayba_aff_elegans	Matayba_elegans	Matayba_elegans	Matayba	Sapindaceae	NA	NA	NA	black	F	NA	0.77	NA	NA	NA	NA
Matayba_arborescens	Matayba_arborescens	Matayba_arborescens	Matayba	Sapindaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Matayba_elaeagnoides	Matayba_elaeagnoides	Matayba_elaeagnoides	Matayba	Sapindaceae	tree	capsule	A	black_yellow	S_C	1.43	1.04	0.93	0.77	0.77	3
Matayba_guianensis	Matayba_guianensis	Matayba_guianensis	Matayba	Sapindaceae	NA	NA	NA	NA	NA	1.43	1.23	0.93	0.7	0.7	2
Matayba_scrobiculata	Matayba_scrobiculata	Matayba_scrobiculata	Matayba	Sapindaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Matayba_sp	Matayba	sp	Matayba	Sapindaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Melicoccus_bijugatus	Melicoccus_bijugatus	Melicoccus_bijugatus	Melicoccus	Sapindaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Melicoccus_espiritosantensis	Melicoccus_espiritosantensis	Melicoccus_espiritosantensis	Melicoccus	Sapindaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Melicoccus_lepidopetalus	Melicoccus_lepidopetalus	Melicoccus_lepidopetalus	Melicoccus	Sapindaceae	NA	NA	NA	NA	NA	2.65	2.06	NA	1.12	1.12	1
Paullinia_alata	Paullinia_alata	Paullinia_alata	Paullinia	Sapindaceae	NA	capsule	A	black_red_green	S_A_C	NA	0.53	NA	NA	NA	NA
Paullinia_bracteosa	Paullinia_bracteosa	Paullinia_bracteosa	Paullinia	Sapindaceae	liana	capsule	A	black_white_red	S_A_C	NA	NA	NA	NA	NA	50
Paullinia_capreolata	Paullinia_capreolata	Paullinia_capreolata	Paullinia	Sapindaceae	NA	NA	NA	NA	NA	1.62	2.17	NA	NA	NA	1
Paullinia_carpopoda	Paullinia_carpopoda	Paullinia_carpopoda	Paullinia	Sapindaceae	liana	capsule	A	black_white_red	S_A_C	1.28	1.41	0.64	0.55	0.55	1
Paullinia_clathrata	Paullinia_clathrata	Paullinia_clathrata	Paullinia	Sapindaceae	liana	capsule	A	black_white_red	S_A_C	3	2.3	NA	0.58	0.58	1
Paullinia_costata	Paullinia_costata	Paullinia_costata	Paullinia	Sapindaceae	liana	capsule	A	black_white_red	S_A_C	2.5	2	NA	NA	NA	1
Paullinia_cururu	Paullinia_cururu	Paullinia_cururu	Paullinia	Sapindaceae	NA	capsule	A	black_white_red	S_A_C	NA	NA	NA	NA	NA	NA
Paullinia_elegans	Paullinia_elegans	Paullinia_elegans	Paullinia	Sapindaceae	liana	capsule	A	black_white_red	S_A_C	3	2.3	NA	NA	NA	1
Paullinia_faginea	Paullinia_capreolata	Paullinia_capreolata	Paullinia	Sapindaceae	NA	NA	NA	NA	NA	1.62	2.17	NA	NA	NA	1
Paullinia_faginia	Paullinia_capreolata	Paullinia_capreolata	Paullinia	Sapindaceae	NA	NA	NA	NA	NA	1.62	2.17	NA	NA	NA	1
Paullinia_gigantea	Paullinia_gigantea	Paullinia_gigantea	Paullinia	Sapindaceae	NA	capsule	A	black_white_red	S_A_C	NA	NA	NA	NA	NA	NA
Paullinia_hystrix	Paullinia_hystrix	Paullinia_hystrix	Paullinia	Sapindaceae	liana	capsule	A	black_white_red	S_A_C	7	5	1.3	1	1	3
Paullinia_marginata	Paullinia_marginata	Paullinia_marginata	Paullinia	Sapindaceae	liana	capsule	A	black_white_red	S_A_C	2	2	NA	NA	NA	1
Paullinia_micrantha	Paullinia_micrantha	Paullinia_micrantha	Paullinia	Sapindaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Paullinia_obovata	Paullinia_obovata	Paullinia_obovata	Paullinia	Sapindaceae	liana	capsule	A	black_white_yellow	S_A_C	3.5	3.3	NA	1.4	1.4	2
Paullinia_pinnata	Paullinia_pinnata	Paullinia_pinnata	Paullinia	Sapindaceae	liana	capsule	A	black_white_red	S_A_C	3	1.2	NA	1	1	2
Paullinia_seminuda	Paullinia_seminuda	Paullinia_seminuda	Paullinia	Sapindaceae	liana	capsule	A	black_white_red	S_A_C	0.99	0.99	0.77	0.79	0.79	1
Paullinia_sp	Paullinia	sp	Paullinia	Sapindaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Paullinia_weinmanniaefolia	Paullinia_weinmanniaefolia	Paullinia_weinmanniaefolia	Paullinia	Sapindaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pseudina_frutescens	Pseudima_frutescens	Pseudima_frutescens	Pseudima	Sapindaceae	NA	capsule	P	black_white_red	S_A_C	2.4	1.8	2	1.5	1.5	1
Sapindus_saponaria	Sapindus_saponaria	Sapindus_saponaria	Sapindus	Sapindaceae	NA	capsule	P	brown	F	1.8	1.86	1.3	1.3	1.3	1
Serjania_sp	Serjania	sp	Serjania	Sapindaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Talisia_ceracina	Talisia_cerasina	Talisia_cerasina	Talisia	Sapindaceae	NA	NA	NA	NA	NA	NA	1.17	NA	0.63	0.63	1
Talisia_esculenta	Talisia_esculenta	Talisia_esculenta	Talisia	Sapindaceae	tree	berry	P	brown	F	2.6	2.4	NA	1.5	1.5	2
Talisia_intermedia	Melicoccus_oliviformis_subsp._intermedius	Melicoccus_oliviformis	Melicoccus	Sapindaceae	tree	berry	A	yellow	F	2.85	2.2	NA	NA	NA	1
Talisia_macrophylla	Talisia_macrophylla	Talisia_macrophylla	Talisia	Sapindaceae	tree	berry	P	brown	F	2.4	2.25	NA	NA	NA	2
Talisia_nervosa	Talisia_nervosa	Talisia_nervosa	Talisia	Sapindaceae	tree	berry	P	brown	F	3	2.75	NA	NA	NA	2
Talisia_olivaeformis	Melicoccus_oliviformis	Melicoccus_oliviformis	Melicoccus	Sapindaceae	tree	berry	A	yellow	F	2.85	2.2	NA	NA	NA	1
Talisia_sp	Talisia	sp	Talisia	Sapindaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Achrouteria_pomifera	Chrysophyllum_pomiferum	Chrysophyllum_pomiferum	Chrysophyllum	Sapotaceae	tree	berry	P	yellow	F	4.5	4	NA	1.4	1.4	4
Bumelia_persimilis	Sideroxylon_persimile	Sideroxylon_persimile	Sideroxylon	Sapotaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chromolucuma_rubriflora	Chromolucuma_rubriflora	Chromolucuma_rubriflora	Chromolucuma	Sapotaceae	tree	berry	P	NA	NA	NA	NA	NA	NA	NA	NA
Chrysophyllum_amazonicum	Chrysophyllum_amazonicum	Chrysophyllum_amazonicum	Chrysophyllum	Sapotaceae	tree	berry	P	orange	F	5	5	NA	1.8	1.8	4
Chrysophyllum_argenteum	Chrysophyllum_argenteum	Chrysophyllum_argenteum	Chrysophyllum	Sapotaceae	tree	berry	P	purple	F	2.2	2.25	NA	1.6	1.6	3
Chrysophyllum_brasiliensis	Sarcaulus_brasiliensis	Sarcaulus_brasiliensis	Sarcaulus	Sapotaceae	tree	berry	P	yellow	F	2.3	2	1.6	1.1	1.1	1
Chrysophyllum_cainito	Chrysophyllum_cainito	Chrysophyllum_cainito	Chrysophyllum	Sapotaceae	tree	berry	P	red	F	4.5	3.8	0.9	0.8	0.8	4
Chrysophyllum_eximium	Chrysophyllum_eximium	Chrysophyllum_eximium	Chrysophyllum	Sapotaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chrysophyllum_flexuosum	Chrysophyllum_flexuosum	Chrysophyllum_flexuosum	Chrysophyllum	Sapotaceae	NA	NA	NA	NA	NA	2.8	1	1.9	0.7	0.7	NA
Chrysophyllum_gonocarpum	Chrysophyllum_gonocarpum	Chrysophyllum_gonocarpum	Chrysophyllum	Sapotaceae	tree	berry	P	orange	F	2.2	1.89	1.28	0.87	0.87	3
Chrysophyllum_lucentifolium	Chrysophyllum_lucentifolium	Chrysophyllum_lucentifolium	Chrysophyllum	Sapotaceae	tree	berry	P	orange	F	5	4.5	NA	1.7	1.7	4
Chrysophyllum_manaoense	Chrysophyllum_manaosense	Chrysophyllum_manaosense	Chrysophyllum	Sapotaceae	tree	berry	P	orange	F	3	3	NA	1.5	1.5	3
Chrysophyllum_manaosense	Chrysophyllum_manaosense	Chrysophyllum_manaosense	Chrysophyllum	Sapotaceae	tree	berry	P	orange	F	3	3	NA	1.5	1.5	3
Chrysophyllum_marginatum	Chrysophyllum_marginatum	Chrysophyllum_marginatum	Chrysophyllum	Sapotaceae	tree	berry	P	orange	F	0.8	0.6	0.5	0.3	0.3	NA
Chrysophyllum_mexicanum	Chrysophyllum_mexicanum	Chrysophyllum_mexicanum	Chrysophyllum	Sapotaceae	tree	berry	P	yellow	F	1.25	1.75	NA	NA	NA	3
Chrysophyllum_oliviforme	Chrysophyllum_oliviforme	Chrysophyllum_oliviforme	Chrysophyllum	Sapotaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chrysophyllum_parvulum	Chrysophyllum_parvulum	Chrysophyllum_parvulum	Chrysophyllum	Sapotaceae	tree	berry	P	purple	F	1	1.55	NA	NA	NA	3
Chrysophyllum_pomiferum	Chrysophyllum_pomiferum	Chrysophyllum_pomiferum	Chrysophyllum	Sapotaceae	tree	berry	P	yellow	F	4.5	4	NA	1.4	1.4	4
Chrysophyllum_prieurii	Chrysophyllum_prieurii	Chrysophyllum_prieurii	Chrysophyllum	Sapotaceae	tree	berry	P	orange	F	5	4.5	NA	1.8	1.8	4
Chrysophyllum_sanguinolentum	Chrysophyllum_sanguinolentum	Chrysophyllum_sanguinolentum	Chrysophyllum	Sapotaceae	tree	berry	P	yellow	F	4	3	NA	1.5	1.5	4
Chrysophyllum_sp	Chrysophyllum	sp	Chrysophyllum	Sapotaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chrysophyllum_splendens	Chrysophyllum_splendens	Chrysophyllum_splendens	Chrysophyllum	Sapotaceae	tree	berry	P	red	F	4	2	1.6	0.8	0.8	3
Chrysophyllum_venezuelanense	Chrysophyllum_venezuelanense	Chrysophyllum_venezuelanense	Chrysophyllum	Sapotaceae	tree	berry	P	yellow	F	3.6	3.4	1.3	0.7	0.7	5
Chrysophyllum_viride	Chrysophyllum_viride	Chrysophyllum_viride	Chrysophyllum	Sapotaceae	tree	berry	P	yellow	F	3	2	2	0.5	0.5	3
Crysophyllum_cuneifolium	Chrysophyllum_cuneifolium	Chrysophyllum_cuneifolium	Chrysophyllum	Sapotaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Crysophyllum_eximium	Chrysophyllum_eximium	Chrysophyllum_eximium	Chrysophyllum	Sapotaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Crysophyllum_lucentifolium	Chrysophyllum_lucentifolium	Chrysophyllum_lucentifolium	Chrysophyllum	Sapotaceae	tree	berry	P	orange	F	5	4.5	NA	1.7	1.7	4
Crysophyllum_pomiferum	Chrysophyllum_pomiferum	Chrysophyllum_pomiferum	Chrysophyllum	Sapotaceae	tree	berry	P	yellow	F	4.5	4	NA	1.4	1.4	4
Crysophyllum_prieurii	Chrysophyllum_prieurii	Chrysophyllum_prieurii	Chrysophyllum	Sapotaceae	tree	berry	P	orange	F	5	4.5	NA	1.8	1.8	4
Crysophyllum_sanguinolentum	Chrysophyllum_sanguinolentum	Chrysophyllum_sanguinolentum	Chrysophyllum	Sapotaceae	tree	berry	P	yellow	F	4	3	NA	1.5	1.5	4
Dipholis_minutiflora	Sideroxylon_portoricense_subsp._minutiflorum	Sideroxylon_portoricense	Sideroxylon	Sapotaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Diploon_cuspidatum	Diploon_cuspidatum	Diploon_cuspidatum	Diploon	Sapotaceae	tree	berry	P	red	F	2.1	2.1	1.7	1.4	1.4	1
Ecclinusa_guianensis	Ecclinusa_guianensis	Ecclinusa_guianensis	Ecclinusa	Sapotaceae	tree	berry	P	yellow	F	2.5	2.25	NA	NA	NA	3
Ecclinusa_lanceolata	Ecclinusa_lanceolata	Ecclinusa_lanceolata	Ecclinusa	Sapotaceae	tree	berry	P	orange	F	5.5	5.7	NA	NA	NA	3
Ecclinusa_ramiflora	Ecclinusa_ramiflora	Ecclinusa_ramiflora	Ecclinusa	Sapotaceae	tree	berry	P	yellow	F	3.5	3	NA	1	1	1
Gomphilum_gomphiifolia	Pouteria_gomphiifolia	Pouteria_gomphiifolia	Pouteria	Sapotaceae	tree	berry	P	yellow	F	13.3	25.4	NA	NA	NA	2
Lucuma_sp	Pouteria	sp	Pouteria	Sapotaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Macropholis_eggensis	Micropholis_egensis	Micropholis_egensis	Micropholis	Sapotaceae	tree	berry	P	yellow	F	2.3	2	NA	1.654	1.654	2
Manilkara_amazonica	Manilkara_bidentata_subsp._surinamensis	Manilkara_bidentata	Manilkara	Sapotaceae	tree	berry	P	orange	F	2.75	2.15	2.5	1.6	1.6	2
Manilkara_bidentata	Manilkara_bidentata	Manilkara_bidentata	Manilkara	Sapotaceae	tree	berry	P	orange	F	2.75	2.15	2.5	1.6	1.6	2
Manilkara_cavalcantei	Manilkara_cavalcantei	Manilkara_cavalcantei	Manilkara	Sapotaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Manilkara_chicle	Manilkara_chicle	Manilkara_chicle	Manilkara	Sapotaceae	tree	berry	P	orange	F	3.75	3.75	NA	1.7	1.7	2
Manilkara_elata	Manilkara_elata	Manilkara_elata	Manilkara	Sapotaceae	tree	berry	P	orange	F	3.5	3.5	NA	1.66	1.66	3
Manilkara_huberi	Manilkara_huberi	Manilkara_huberi	Manilkara	Sapotaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Manilkara_longifolia	Manilkara_longifolia	Manilkara_longifolia	Manilkara	Sapotaceae	tree	berry	P	orange	F	1.8	2.5	NA	0.8	0.8	2
Manilkara_maxima	Manilkara_maxima	Manilkara_maxima	Manilkara	Sapotaceae	tree	berry	P	orange	F	4	3	NA	1.6	1.6	2
Manilkara_salzmannii	Manilkara_salzmannii	Manilkara_salzmannii	Manilkara	Sapotaceae	tree	berry	P	orange	F	2.2	1.8	1.1	0.8	0.8	3
Manilkara_sp	Manilkara	sp	Manilkara	Sapotaceae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Manilkara_zapota	Manilkara_zapota	Manilkara_zapota	Manilkara	Sapotaceae	tree	berry	P	orange	F	7.5	7.6	NA	1.2	1.2	3
